Endpoint Name	Endpoint Type	Endpoint Status	Operating System	Agent Version	IP Address	IPv6 Address	User	Endpoint Alias	Last Seen	Content Version	Assigned Prevention Policy	Assigned Extensions Policy	Tags	Active Directory	Last Upgrade Status	Last Upgrade Status Time	Last Upgrade Failure Reason	Last Upgrade Source	Linux Operation Mode	IT Metrics Collection	Last Certificate Enforcement Fallback	Cluster Name	Cloud Provider	Cloud Region	Cloud Provider Account ID	Cloud Instance ID
J5-030641-016	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.134		rtarf.mi.th\monsinee.p		Oct 15th 2025 11:14:29	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร)	No Upgrade					Disabled			On Prem			
J5-030641-018	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.142		rtarf.mi.th\pathinya.p		Oct 15th 2025 11:15:42	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-030641-019	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.119		rtarf.mi.th\nuttitapron.sa		Oct 14th 2025 17:48:26	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน)	No Upgrade					Disabled			On Prem			
J5-030642-007	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.236.34				Oct 14th 2025 14:06:19	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030642-009	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.236.28				Oct 9th 2025 14:03:04	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030642-010	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.236.40		rtarf.mi.th\thawphorn.i		Oct 10th 2025 14:06:31	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน)	No Upgrade					Disabled			On Prem			
J5-030642-011	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.236.33				Oct 14th 2025 16:47:41	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030642-012	Workstation	Connected	Windows 10	8.9.0.14028	10.104.236.32		rtarf.mi.th\sansanee.poj		Oct 15th 2025 11:13:48	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน)	No Upgrade					Disabled			On Prem			
J5-030642-014	Workstation	Connected	Windows 10	8.9.0.14028	10.104.236.29		rtarf.mi.th\songphon.n		Oct 15th 2025 11:16:36	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน), rtarf.local/vpn.j5, rtarf.local/1-old ous/j-5, rtarf.local/mmdj-5 group, rtarf.local/1-old ous/j-5/ocaoj-5, rtarf.local/1-old ous/j-5/ocaoj-5/mddj-5	No Upgrade					Disabled			On Prem			
J5-030642-016	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.236.25, 10.142.20.84				Oct 14th 2025 15:00:01	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030642-017	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.236.37		rtarf.mi.th\chananchida.k		Oct 14th 2025 15:00:26	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/1-security groups, rtarf.local/pd-odrm group, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน)	No Upgrade					Disabled			On Prem			
J5-030643-003	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.122		rtarf.mi.th\pannisa.job		Oct 15th 2025 11:16:37	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร), rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-030643-005	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.235				Oct 13th 2025 18:09:40	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.113		N/A\PDRD		Oct 15th 2025 10:31:47	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030643-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.116				Oct 10th 2025 14:57:00	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-010	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.126				Oct 14th 2025 14:53:01	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-011	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.93				Oct 10th 2025 14:07:44	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-013	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.112				Sep 29th 2025 14:48:39	1960-23396	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/6000000000/6170000000/computers	No Upgrade					Disabled			On Prem			
J5-030643-014	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.115		rtarf.mi.th\thanapol.s		Oct 14th 2025 16:05:11	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กำลังพล-กบภ.สกร.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030643-015	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.100		rtarf.mi.th\tidarat.y		Oct 15th 2025 11:17:14	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.สัญญาบัตร)	No Upgrade					Disabled			On Prem			
J5-030643-016	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.151		rtarf.mi.th\pattamawan.s		Oct 15th 2025 11:15:47	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-030643-017	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.157		rtarf.mi.th\kanda.t		Oct 15th 2025 11:18:04	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน), rtarf.local/1-old ous/j-5, rtarf.local/1-old ous/j-5/ocaoj-5, rtarf.local/cadj-5 group, rtarf.local/1-old ous/j-5/ocaoj-5/cadj-5	No Upgrade					Disabled			On Prem			
J5-03065-003	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.143		rtarf.mi.th\kanitta.sri		Oct 15th 2025 11:14:35	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน), rtarf.local/vpn.j5	No Upgrade					Disabled			On Prem			
J5-03065-006	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.232		rtarf.mi.th\peerada.y		Oct 15th 2025 11:14:12	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6350000000/users, rtarf.local/6000000000/6350000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/tncbccecm	No Upgrade					Disabled			On Prem			
J5-03065-1004	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.209		N/A\c030605-01-502		Oct 15th 2025 11:14:36	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-004	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.25		rtarf.mi.th\walaipan.tra		Oct 15th 2025 11:14:23	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm	No Upgrade					Disabled			On Prem			
J5-030651-007	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.74				Oct 14th 2025 17:18:44	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.192				Oct 14th 2025 17:23:05	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-009	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.188		N/A\nongs		Oct 15th 2025 11:14:14	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-010	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.229		N/A\RTARF		Oct 15th 2025 11:13:16	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-014	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.168				Oct 14th 2025 16:29:27	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030651-015	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.178		rtarf.mi.th\sitthichai.k		Oct 15th 2025 11:16:42	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/vpn_group, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กร.ทหาร (น.ประทวน), rtarf.local/vpn.j5, rtarf.local/กำลังพล-กปส.สปส.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030652-008	Workstation	Disconnected	Windows 11	8.9.0.14028	10.104.107.80				Oct 6th 2025 15:11:32	1970-24134	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030652-009	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.171		rtarf.mi.th\nuttakan.s		Oct 15th 2025 11:17:19	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กำลังพล-กปจ.สปส.กร.ทหาร, rtarf.local/กร.ทหาร (น.สัญญาบัตร)	No Upgrade					Disabled			On Prem			
J5-030652-010	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.85		rtarf.mi.th\chaowarit.s		Oct 15th 2025 11:18:26	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/afdcecm	No Upgrade					Disabled			On Prem			
J5-030652-011	Workstation	Connected	Windows 11	8.9.0.14028	10.104.107.147		rtarf.mi.th\sineenart.l		Oct 15th 2025 11:14:41	1980-24216	Phase2-Windows - RCC - Report Mode policy	Windows Default	{'server_tags': ['J5-B6', 'Phase2'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-distribution groups, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm, rtarf.local/กำลังพล-กปจ.สปส.กร.ทหาร	No Upgrade					Disabled			On Prem			
J5-030652-012	Workstation	Connected	Windows 10	8.9.0.14028	10.104.107.30		N/A\RTARF		Oct 15th 2025 11:14:37	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}		No Upgrade					Disabled			On Prem			
J5-030652-013	Workstation	Disconnected	Windows 10	8.9.0.14028	10.104.107.33		rtarf.mi.th\nattawit.b		Oct 10th 2025 14:32:43	1980-24216	Lowed Ram	Windows Default	{'server_tags': ['J5-B6', 'Phase2', 'SlowDown'], 'endpoint_tags': []}	rtarf.local/networkaccess, rtarf.local/g_center_calendar10, rtarf.local/domain users, rtarf.local/stafflan, rtarf.local/6000000000, rtarf.local/staffwifi-users, rtarf.local/networkauthen, rtarf.local/1-old ous/sharepoint/central calendar_ou, rtarf.local/g_center_calendar09, rtarf.local/users, rtarf.local/1-old ous/sharepoint, rtarf.local/networkaccess/iamauthen-users, rtarf.local/1-old ous, rtarf.local/1-old ous/sharepoint/test2013, rtarf.local/g_center_calendar_view, rtarf.local/networkaccess/arubawifi-users, rtarf.local/1-ecm, rtarf.local/6000000000/6170000000, rtarf.local/6000000000/6170000000/computers, rtarf.local/6000000000/6170000000/users, rtarf.local/j5ecm	No Upgrade					Disabled			On Prem			
